Filing Name,Extracted Table of Contents,URL,Conclusion,Table of Contents,Human Annotation,Outcome
scotus_filing_42888,"TABLE OF CONTENTS 
INTEREST OF AMICUS CURIAE ............................. 1
INTRODUCTION 
AND 
SUMMARY 
OF 
ARGUMENT ................................................................ 2
ARGUMENT .............................................................. 11
A. Wholesale Invalidation Of The ACA 
Would Result In Massive Disruption To 
Patients 
And 
Other 
Health 
Care 
Stakeholders ................................................... 11
1.
The ACA is sweeping in its scale and 
scope. ......................................................... 11
2.
Invalidation of the ACA would have 
serious consequences in disparate 
areas 
wholly 
untethered 
to 
the 
individual mandate.................................. 17
a)
Individual Market ............................ 18
b)
Group Plans ...................................... 21
c)
Medicaid ........................................... 23
d)
Medicare ........................................... 26
B. The 
ACA’s 
Preexisting-Condition 
Provisions Would Continue To Function 
Properly Without The Mandate
In 
Today’s Individual Market ............................. 29
CONCLUSION .......................................................... 34
ii 
",http://www.supremecourt.gov/DocketPDF/19/19-840/143391/20200513104715600_19-840-19-1019-AmericasHealthInsurancePlansAmicus.pdf,"CONCLUSION 
Over the course of a decade, the ACA has 
fundamentally reshaped the nation’s health care 
system.  Congress in 2017 chose not to disturb that 
paradigm shift—including the promise of affordable 
coverage for those with preexisting conditions—when 
defanging the individual mandate without repealing 
any other part of the ACA.   
Texas and the federal government would have 
this Court wield an axe in responding to Congress’s 
scalpel.  But invalidation of the ACA would flout","{'CURIAE .............................': '1', 'ARGUMENT ................................................................': '2', 'ARGUMENT ..............................................................': '11', 'Stakeholders ................................................... 11': '1', 'scope. ': '11', 'individual mandate': '17', 'Market ............................': '18', 'Plans ......................................': '21', 'Medicaid ...........................................': '23', 'Medicare ...........................................': '26', 'Market .............................': '29', 'CONCLUSION ..........................................................': '34'}",,other
scotus_filing_42899,"TABLE OF CONTENTS
TABLE OF AUTHORITIES. . . . . . . . . . . . . . . . . . . . ii
INTEREST OF THE AMICI . . . . . . . . . . . . . . . . . . . 1
SUMMARY OF ARGUMENT . . . . . . . . . . . . . . . . . . 1
ARGUMENT . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 3
I.
MEDICAID 
PROVIDES 
ESSENTIAL
HEALTH COVERAGE TO LOW-INCOME
PEOPLE. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 3
II.
MEDICAID WAS AN INDEPENDENT
PROGRAM 
AT 
THE 
TIME 
OF
ENACTMENT, AND ITS FRAMEWORK
AND THE PROCESSES FOR AMENDING
IT HAVE REMAINED CONSISTENT OVER
TIME . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 10
III.
THE ACA MADE CHANGES TO THE
MEDICAID ACT THAT BUILD UPON THE
PROGRAM AS IT HAS EVOLVED SINCE
1965 
AND 
THAT 
ARE 
ENTIRELY
INDEPENDENT OF THE INDIVIDUAL
MANDATE. . . . . . . . . . . . . . . . . . . . . . . . . . . 17
CONCLUSION. . . . . . . . . . . . . . . . . . . . . . . . . . . . . 29
ii
",http://www.supremecourt.gov/DocketPDF/19/19-840/143462/20200513144457835_19-840%20-1019%20Amici%20BOM%20National%20Health%20Law%20Program.pdf,"CONCLUSION
No matter what it does with the ACA’s minimum-
coverage provision, the Court should preserve the
improvements the ACA has made to the Medicaid
program. 
Respectfully submitted,
Jane Perkins
   Counsel of Record
Sarah Somers
Catherine McKee
Abigail Coursolle
National Health Law Program
200 North Greensboro St.
Suite D-13
Carrboro, NC  27510
(919) 968-6308
perkins@healthlaw.org
Counsel for Amici Curiae
Dated:  May 2020",{'EVOLVED SINCE': '1965'},,other
scotus_filing_42902,"TABLE OF CONTENTS 
Page 
STATEMENT OF INTERESTS OF AMICI  
CURIAE ...................................................................... 1 
 
SUMMARY OF ARGUMENT .................................... 3 
ARGUMENT ............................................................... 5 
I. 
The ACA Is A Stabilizing Force That  
Benefits Millions of Older Adults Who  
Could Not Access or Afford Health  
Care Without It.  ............................................... 5 
 
II. 
Invalidating The ACA Would Cause  
Millions Of Older Adults To Lose The  
Health Insurance And Consumer  
Protections They Have Relied On For  
Years. .............................................................. 11 
 
A. 
The ACA protects older adults  
against insurance discrimination  
based on age or health status. ............ 12 
 
B. 
The ACA increases older adults’  
access to health insurance in the 
individual market through the  
ACA marketplaces, tax credits,  
and subsidies ....................................... 17 
 
 
 
ii 
 
 
C. 
The ACA provides life-saving  
health coverage to low-income  
older adults by expanding  
eligibility for Medicaid. ....................... 22 
 
III. 
Invalidating The ACA Will Upend The 
Financial Stability Of The Medicare  
Program And Eliminate Many           
Protections for Medicare Beneficiaries ......... 25 
 
A. 
The ACA strengthens the long- 
term financial stability of the  
Medicare program. .............................. 27 
 
1. 
The ACA provides greater 
continuity of coverage,  
resulting in saving Medicare 
money because people are 
healthier by the time they  
enroll in the program. .............. 28 
 
2. 
The ACA improves value,  
quality, and efficiency in 
Medicare. .................................. 30 
 
B. 
The ACA includes critical coverage 
improvements for Medicare 
beneficiaries, enhancing access to  
care and affordability .......................... 32 
 
IV. 
Invalidating The ACA Will Harm Older  
Adults Who Want To Age In The  
Community. .................................................... 35 
 
iii 
 
 
V. 
Invalidating The ACA Would Put Older  
Adults At Greater Risk of Discrimination, 
Abuse, And Neglect And Make It Harder  
To Enforce Their Civil Rights. ...................... 37 
 
A. 
The ACA empowers older adults  
to challenge discrimination in  
health care. .......................................... 38 
 
B. 
The ACA provides quality and  
safety improvements for nursing  
facility residents and protects all  
older adults from abuse and  
neglect .................................................. 40 
 
CONCLUSION ......................................................... 42 
 
 
iv 
 
 
",http://www.supremecourt.gov/DocketPDF/19/19-840/143449/20200513141543127_19-840%2010-1019%20CA%20v%20TEXAS%20S%20CT%20AMICUS%20BRIEF%20AARP.pdf,"CONCLUSION 
 
The ACA is a landmark law that has 
transformed the lives of millions of Americans. Among 
its many benefits, the ACA increases access to health 
care for tens of millions of people, protects consumers 
against 
discrimination 
based 
on 
preexisting 
conditions and age, increases the financial stability of 
the Medicare program, and protects older adults from 
abuse and neglect. And, as the pandemic has shown, 
the law is a stabilizing force that helps steady the 
country in times of crisis. 
 
Ten years in, the ACA is woven into the fabric 
of our economy and our lives. A decision invalidating 
the law would be a nationwide catastrophe for the 
health and financial stability of all Americans, but 
especially for older adults. It would also be unjust, as 
the minimum coverage provision is constitutional.  
Even if the Court finds that the minimum coverage 
provision is unconstitutional, the rest of the ACA 
should stand. Many provisions, such as those providing 
cost-savings to Medicare beneficiaries, are wholly 
unrelated to the mandate. Most importantly, Congress 
did, in fact, leave the rest of the law standing, and the 
ACA continues to operate as Congress intended.   
 
Simply put, the ACA is benefitting millions of 
people, the health care system, and the national 
economy and should remain in force.","{'CURIAE ......................................................................': '1', 'ARGUMENT ....................................': '3', 'ARGUMENT ...............................................................': '5', 'It.  ': '5', 'Years. ': '11', 'status. ': '12', 'subsidies .......................................': '17', 'Medicaid. ': '22', 'Beneficiaries .........': '25', 'program. ': '28', 'Medicare. ': '30', 'affordability ..........................': '32', 'Community. ': '35', 'Rights. ': '37', 'care. ': '38', 'neglect ..................................................': '40', 'CONCLUSION .........................................................': '42'}",,other
scotus_filing_42904,"TABLE OF CONTENTS 
Page 
Table of Authorities ........................................................... II
Interest of Amici Curiae ...................................................... 1
Introduction and Summary of Argument .......................... 3
Background ........................................................................... 6
Argument ............................................................................ 10
I.
This Third Attempt to Overturn the ACA 
Fares No Better Than the First Two ....................... 10
II. Judicial Repeal of the ACA Would Inflict 
Chaos and Suffering That Congress Could 
Not Have Intended ..................................................... 12
A. Invalidating the ACA Would Cause Nearly 
20 Million Americans to Lose Coverage ............ 12
B. The Effects Would Devastate Families and 
States, Particularly the Most Vulnerable ............. 15
C. The ACA’s Coverage Protections Are 
Especially Important During Public Health 
Crises ...................................................................... 19
III. Even for Those with Some Remaining 
Coverage, Judicial Repeal of the ACA Would 
Eliminate Reforms on Which Millions of 
Families Depend ......................................................... 25
A. Protections for Specific Services Ensure 
That Americans Can Access Essential Care ..... 25
B. Millions of Americans Depend on the ACA to 
Regulate Insurance Costs ................................... 27
C. Overturning the ACA’s Medicare Provisions 
Would Leave a Tangled, Expensive Mess ......... 30
Conclusion ........................................................................... 33
II 
",http://www.supremecourt.gov/DocketPDF/19/19-840/143451/20200513142138930_Nos.%2019-840.19-1019tsacFamiliesUSA.pdf,"CONCLUSION 
If the Court concludes that plaintiffs have standing 
and that the minimum-coverage provision is unconstitu-
tional, the Court should hold that it is severable from the 
rest of the ACA.
Respectfully submitted,
ALLON KEDEM
Counsel of Record 
ROBERT N. WEINER
JOHN ROBINSON
KAITLIN KONKEL
JACOB ZIONCE
ARNOLD & PORTER 
KAYE SCHOLER LLP 
601 Massachusetts Ave., N.W. 
Washington, D.C.  20001 
(202) 942-5000 
allon.kedem@arnoldporter.com 
Counsel for Amici Curiae
MAY 2020","{'Curiae ......................................................': '1', 'Argument ..........................': '3', 'Background ...........................................................................': '6', 'Argument ............................................................................': '10', 'Two .......................': '10', 'Intended .....................................................': '12', 'Cause Nearly': '20', 'Coverage ............': '12', 'Vulnerable .............': '15', 'Crises ......................................................................': '19', 'Depend .........................................................': '25', 'Care .....': '25', 'Costs ...................................': '27', 'Mess .........': '30', 'Conclusion ...........................................................................': '33'}",,other
scotus_filing_42922,"TABLE OF CONTENTS 
 
 
Page 
TABLE OF AUTHORITIES ....................................... iv 
 
INTEREST OF AMICUS CURIAE ............................. 1 
 
SUMMARY OF ARGUMENT  .................................... 1 
 
ARGUMENT  ............................................................... 2 
 
I. 
ANTI-COMMANDEERING DOCTRINE 
IS BASED UPON A CHERISHED 
CONCEPT 
OF 
“DUAL 
SOVEREIGNTY”  ................................................ 2 
 
II. 
THE ACA VIOLATES THE TENTH 
AMENDMENT BY INVADING THE 
POWERS OF THE STATES ............................... 6 
 
A. 
Creation 
of 
Health 
Benefit 
Exchanges Exceeds the Bounds of 
“Cooperative 
Federalism” 
and 
Violates the Tenth Amendment. .... ............ 6 
 
1. 
Forcing the creation of the 
SBEs 
 
Violates 
Anti-
Commandeering Doctrine ................. 10 
 
2. 
Federally Funded Exchanges  
Usurp State Authority Over 
ii 
 
Intrastate 
Insurance 
Regulation .......................................... 13 
 
B. 
Section 1332 Waiver Does Not 
Cure the Unconstitutionality of the 
Tenth Amendment..................................... 15 
 
C. 
Creation of Exchanges Diminishes 
Accountability ............................................ 16 
 
D. 
Qualified Health Plans Violate the 
Tenth 
Amendment 
by 
Substantially Invading Traditional 
States’ 
Authority 
to 
Regulate 
Health Care ............................................... 19 
 
E. 
Penalties on Intrastate Insurers 
under 
ACA 
Diminish 
Accountability ............................................ 20 
 
III. THE SUPREMACY CLAUSE DOES 
NOT APPLY TO LAWS OF THE 
UNITED STATES WHICH ARE NOT 
MADE 
PURSUANT 
TO 
THE 
CONSTITUTION ............................................... 21 
 
IV. IF THE AFFORDABLE CARE ACT IS 
A 
TAX, 
IT 
VIOLATES 
THE 
ORIGINATION CLAUSE OF ARTICLE 
I SECTION 7 AND IS VOID AB INITIO 
BECAUSE IT ORIGINATED IN THE 
SENATE 
RATHER 
THAN 
THE 
HOUSE .............................................................. 22 
iii 
 
 
A. 
The Practice in England ............................ 24 
 
B. 
The Concerns of the American 
Colonists .................................................... 24 
 
C. 
The Decisions of the Constitutional 
Convention of 1787 .................................... 26 
 
D. 
The Effect of the Seventeenth 
Amendment ............................................... 28 
 
E. 
The Courts’ Interpretation of the 
Origination Clause ...................................  28 
 
F. 
The Use of a “Shell Bill” ............................ 30 
 
CONCLUSION .......................................................... 34 
 
 
iv 
 
",http://www.supremecourt.gov/DocketPDF/19/19-840/146374/20200625162030466_California%20v%20Texas%20PDF-A.pdf,"CONCLUSION 
In United States v. Darby, 312 U.S. 100, 124 
(1941), this Court said the Tenth Amendment ""states 
but a truism that all is retained which has not been 
surrendered."" 
 True, the Tenth Amendment 
merely sets in concrete what the Founders always 
assumed was correct.  But as Thomas Jefferson 
wrote, 
                                            
37Norton v. Shelby County, 118 U.S. 425, 442 (1886): “a[n] 
unconstitutional act is not a law; ...it is, in legal contemplation, 
as inoperative as though it had never been passed.”","{'CURIAE .............................': '1', 'ARGUMENT  ....................................': '1', 'ARGUMENT  ...............................................................': '2', 'STATES ...............................': '6', '6 \n ': '1', 'Doctrine ................. 10': '2', 'Regulation ..........................................': '13', 'B. \nSection': '1332', 'Tenth Amendment': '15', 'Accountability ............................................': '20', 'Care ...............................................': '19', 'CONSTITUTION ...............................................': '21', 'I SECTION': '7', 'HOUSE ..............................................................': '22', 'England ............................': '24', 'Colonists ....................................................': '24', 'Convention of': '1787', 'Amendment ...............................................': '28', 'Clause ................................... ': '28', 'CONCLUSION ..........................................................': '34'}",,other
scotus_filing_42926,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES ..................................... iii 
 
INTEREST OF AMICUS ............................................ 1 
 
SUMMARY OF THE ARGUMENT ............................ 2 
 
ARGUMENT ...............................................................3  
 
I. The Individual Mandate No Longer Functions 
As a Tax and Cannot Be Sustained 
As a Constitutional Exercise of Congress’s 
Power to Tax .......................................................... 3 
 
II. The Individual Mandate Cannot Be Severed 
From the Guaranteed Issue and Community    
 
Rating Provisions.. .................................................6 
 
CONCLUSION .......................................................... 12 
 
 
 
ii 
 
",http://www.supremecourt.gov/DocketPDF/19/19-840/146827/20200702111553329_19-840%20and%2019-1019%20ACLJ%20amicus%20brief.pdf,"CONCLUSION 
 
Amicus respectfully requests that this Court 
affirm in part and reverse in part the judgment of the 
Fifth Circuit.  
 
  
 
Respectfully submitted, 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
       
 
July 2, 2020 
JAY ALAN SEKULOW 
   Counsel of Record 
STUART J. ROTH 
COLBY M. MAY 
JORDAN A. SEKULOW 
LAURA B. HERNANDEZ 
AMERICAN CENTER FOR 
   LAW & JUSTICE 
201 Maryland Ave. NE 
Washington, DC 20002 
(202) 546-8890 
sekulow@aclj.org","{'AMICUS ............................................': '1', 'ARGUMENT ............................': '2', 'Tax ..........................................................': '3', 'CONCLUSION ..........................................................': '12'}",,affirm
scotus_filing_42939,"TABLE OF CONTENTS 
Page 
  
INTRODUCTION ........................................................ 1 
ARGUMENT ................................................................ 4 
I. 
SECTION 5000A CONTINUES TO OFFER  
A LAWFUL CHOICE BETWEEN 
ALTERNATIVES ................................................. 4 
II. 
RESPONDENTS LACK STANDING .................. 6 
A. 
The individual plaintiffs lack standing .......... 7 
B. 
State plaintiffs lack standing ....................... 11 
III. SECTION 5000A IS CONSTITUTIONAL ........ 14 
IV. IF SECTION 5000A IS UNCONSTITUTIONAL, 
IT MUST BE SEVERED FROM THE 
REMAINDER OF THE ACT ............................. 16 
CONCLUSION .......................................................... 24 
 
ii 
 
  
",http://www.supremecourt.gov/DocketPDF/19/19-840/148931/20200729105222046_19-840%20rb%20House%20of%20Representatives.pdf,"CONCLUSION 
The judgment of the court of appeals should be re-
versed. 
Respectfully submitted, 
 
Donald B. Verrilli, Jr. 
Elaine J. Goldenberg  
Ginger D. Anders  
Jonathan S. Meltzer  
Jeremy S. Kreisberg 
Rachel G. Miller-Ziegler  
Jacobus P. van der Ven 
MUNGER, TOLLES & OLSON LLP 
1155 F Street N.W., 7th Floor 
Washington, D.C. 20004-1361 
 
 
 Douglas N. Letter  
  General Counsel 
    Counsel of Record 
Adam A. Grogg 
  Associate General Counsel 
Jonathan B. Schwartz 
  Attorney 
OFFICE OF GENERAL COUNSEL 
U.S. HOUSE OF REPRESENTATIVES 
219 Cannon House Office Building 
Washington, D.C. 20515 
Douglas.Letter@mail.house.gov 
Tel: (202) 225-9700 
Elizabeth B. Wydra 
Brianne J. Gorod  
Ashwin P. Phatak 
CONSTITUTIONAL ACCOUNT-
 ABILITY CENTER 
1200 18th Street N.W., Suite 501 
Washington, D.C. 20036-2513 
 
  
Counsel for Respondent United States House of 
Representatives 
July 29, 2020","{'INTRODUCTION ........................................................': '1', 'ARGUMENT ................................................................': '4', 'I. \nSECTION': '5000', 'ALTERNATIVES .................................................': '4', 'STANDING ..................': '6', 'standing ..........': '7', 'standing .......................': '11', 'III. SECTION': '5000', 'CONSTITUTIONAL ........': '14', 'IF SECTION': '5000', 'ACT .............................': '16', 'CONCLUSION ..........................................................': '24'}",,other
scotus_filing_43521,"TABLE OF CONTENTS 
Page 
RULE 29.6 DISCLOSURE STATEMENT .................. i 
TABLE OF AUTHORITIES ...................................... iii 
INTRODUCTION ........................................................ 1 
ARGUMENT ............................................................... 2 
CONCLUSION ............................................................ 8 
iii 
",http://www.supremecourt.gov/DocketPDF/19/19-914/139618/20200401130319232_19-914%20Cross-Petition%20Reply%204-1%20Final.pdf,"CONCLUSION 
If the Court grants the FTC’s petition (No. 19-825), 
this conditional cross-petition should also be granted. 
Respectfully submitted, 
STEPHEN R. COCHELL
THE COCHELL LAW FIRM,
P.C. 
5850 San Felipe St. 
Suite 500 
Houston, TX 77057 
NEAL KUMAR KATYAL
 Counsel of Record
KATHERINE B. WELLINGTON
REEDY C. SWANSON
HOGAN LOVELLS US LLP 
555 Thirteenth Street, N.W. 
Washington, D.C. 20004 
(202) 637-5600 
neal.katyal@hoganlovells.com
Counsel for Cross-Petitioners
April 2020","{'Page \nRULE': '29', 'INTRODUCTION ........................................................': '1', 'ARGUMENT ...............................................................': '2', 'CONCLUSION ............................................................': '8'}",,grant
scotus_filing_44,"TABLE OF CONTENTS 
Page 
Interest of Amicus Curiae....................................  
1 
Summary of Argument ........................................  
1 
Argument .............................................................  
2 
 
I.   A brief explanation of the grounds for sum-
mary affirmance will benefit lower courts, 
potential litigants, and the public .............  
2 
 II.   This Court should caution against overre-
liance on Buckley’s soft distinctions and 
emphasize that a court must focus pri-
marily on the real world effect on political 
speech ........................................................  
5 
 III.   A brief opinion from this Court will con-
firm the rigorousness of closely drawn 
scrutiny, as reflected in the District 
Court’s decision .........................................  
7 
Conclusion ............................................................  16 
ii 
 
",http://www.supremecourt.gov/DocketPDF/21/21-12/186854/20210805165140416_41247%20pdf%20Daugherty.pdf,"CONCLUSION 
 
For the foregoing reasons, IFS respectfully re-
quests that this Court issue a brief opinion setting","{'Amicus Curiae': '1', 'Argument ........................................  ': '1', 'Argument .............................................................  ': '2', 'public .............  ': '2', 'speech ........................................................  ': '5', 'decision .........................................  ': '7', 'Conclusion ............................................................ ': '16'}",,other
scotus_filing_44385,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES ......................................................................................... VII
INTRODUCTION .......................................................................................................... 1
ARGUMENT .................................................................................................................. 3
I.
There is a strong prospect that certiorari will be granted. ..................... 3
A.
The ruling below conflicts with this Court’s teaching that 
Rule 26(b)’s relevance requirement must be firmly applied 
and calls for the Court’s exercise of its supervisory 
authority. ....................................................................................... 3
B.
The five conflicting circuit decisions cited in the petition 
are not legally distinguishable. ..................................................... 6
C.
The decision below cleanly presents an exceptionally 
important and recurring question. ............................................... 8
II.
Respondents’ merits arguments are wholly unpersuasive. .................... 9
A.
If the mandamus standard applies here, the decisions of 
five circuits confirm that it is easily satisfied. ............................. 9
B.
Respondents’ other merits arguments misrepresent the 
record or otherwise lack merit. ..................................................... 9
III.
Applicants face certain irreparable harm absent a stay. ..................... 13
IV.
Respondents’ claims of harm from the stay are not credible, and 
a stay clearly promotes the public interest. .......................................... 14
CONCLUSION ............................................................................................................. 15
vii
",http://www.supremecourt.gov/DocketPDF/19/19-1010/134418/20200228102712679_Generics%20MDL%20-%20SCT%20-%20Stay%20Reply%20-%20FINAL.pdf,"CONCLUSION 
For the foregoing reasons, the application for a stay should be granted.","{'INTRODUCTION ..........................................................................................................': '1', 'ARGUMENT ..................................................................................................................': '3', 'granted. ': '3', 'that \nRule': '26', 'authority. ': '3', 'distinguishable. ': '6', 'question. ': '8', 'unpersuasive. ': '9', 'satisfied. ': '9', 'merit. ': '9', 'stay. ': '13', 'interest. ': '14', 'CONCLUSION .............................................................................................................': '15'}",,grant
scotus_filing_44912,"TABLE OF CONTENTS 
 
TABLE OF AUTHORITIES ....................................... ii 
INTEREST OF THE AMICUS CURIAE .................... 1 
SUMMARY OF ARGUMENT ..................................... 3 
ARGUMENT ................................................................ 5 
I. 
The McGill Rule Is the Latest in A Long 
Line of Cases from California Courts and 
the Ninth Circuit Attempting to Undermine 
the FAA and this Court’s Precedent. ............... 5 
II. 
Public-Injunction Claims Have No Limit 
and Are Inherently Incompatible with 
Arbitration. ....................................................... 7 
A. 
The McGill Rule Permits Rampant Abuse 
Because There Is No Meaningful Limitation 
to Its Invocation. ............................................... 9 
B. 
The 
McGill 
Rule 
Requires 
Procedures 
Inherently Incompatible with Arbitration. .... 10 
III. 
The 
Decision 
of 
the 
Ninth 
Circuit 
Undermines 
the 
FAA 
By 
Creating 
Unpredictability 
in 
the 
Law 
and 
Encouraging Forum Shopping. ...................... 20 
CONCLUSION .......................................................... 22 
 
 
 
 
 
 
 
 
ii 
 
",http://www.supremecourt.gov/DocketPDF/19/19-1066/139370/20200327174503146_DRI%20Amicus%20Brief_Tillage%20and%20Ardle%20PDF-A.pdf,"CONCLUSION 
For the foregoing reasons and those stated in the 
petitions, the McArdle and Tillage petitions for a writ 
of certiorari should be granted. 
 
 
Respectfully submitted, 
 
PHILIP L. WILLMAN, 
PRESIDENT OF DRI—THE 
VOICE OF THE DEFENSE BAR 
BROWN & JAMES PC 
800 Market Street 
ZACH CHAFFEE-MCCLURE 
     Counsel of Record 
ELISABETH A. HUTCHINSON 
SHOOK, HARDY & BACON LLP 
2555 Grand Blvd.","{'CURIAE ....................': '1', 'ARGUMENT .....................................': '3', 'ARGUMENT ................................................................': '5', 'Precedent. ': '5', 'Arbitration. ': '10', 'Invocation. ': '9', 'Shopping. ': '20', 'CONCLUSION ..........................................................': '22'}",,grant
scotus_filing_45018,"TABLE OF CONTENTS 
 
TABLE OF AUTHORITIES ....................................... ii 
INTEREST OF THE AMICUS CURIAE .................... 1 
SUMMARY OF ARGUMENT ..................................... 3 
ARGUMENT ................................................................ 5 
I. 
The McGill Rule Is the Latest in A Long 
Line of Cases from California Courts and 
the Ninth Circuit Attempting to Undermine 
the FAA and this Court’s Precedent. ............... 5 
II. 
Public-Injunction Claims Have No Limit 
and Are Inherently Incompatible with 
Arbitration. ....................................................... 7 
A. 
The McGill Rule Permits Rampant Abuse 
Because There Is No Meaningful Limitation 
to Its Invocation. ............................................... 9 
B. 
The 
McGill 
Rule 
Requires 
Procedures 
Inherently Incompatible with Arbitration. .... 10 
III. 
The 
Decision 
of 
the 
Ninth 
Circuit 
Undermines 
the 
FAA 
By 
Creating 
Unpredictability 
in 
the 
Law 
and 
Encouraging Forum Shopping. ...................... 20 
CONCLUSION .......................................................... 22 
 
 
 
 
 
 
 
 
ii 
 
",http://www.supremecourt.gov/DocketPDF/19/19-1078/139372/20200327174959195_DRI%20Amicus%20Brief_Tillage%20and%20Ardle%20PDF-A.pdf,"CONCLUSION 
For the foregoing reasons and those stated in the 
petitions, the McArdle and Tillage petitions for a writ 
of certiorari should be granted. 
 
 
Respectfully submitted, 
 
PHILIP L. WILLMAN, 
PRESIDENT OF DRI—THE 
VOICE OF THE DEFENSE BAR 
BROWN & JAMES PC 
800 Market Street 
ZACH CHAFFEE-MCCLURE 
     Counsel of Record 
ELISABETH A. HUTCHINSON 
SHOOK, HARDY & BACON LLP 
2555 Grand Blvd.","{'CURIAE ....................': '1', 'ARGUMENT .....................................': '3', 'ARGUMENT ................................................................': '5', 'Precedent. ': '5', 'Arbitration. ': '10', 'Invocation. ': '9', 'Shopping. ': '20', 'CONCLUSION ..........................................................': '22'}",,grant
scotus_filing_45021,"TABLE OF CONTENTS 
Page 
INTEREST OF AMICI CURIAE .........................  
1 
INTRODUCTION AND SUMMARY OF ARGU-
MENT ...............................................................  
3 
ARGUMENT ........................................................  
4 
 
I.   THE NINTH CIRCUIT’S DECISIONS 
THREATEN TO EVISCERATE CON-
SUMER ARBITRATION ............................  
4 
A.   The Ninth Circuit’s Decisions Effec-
tively Invalidate Tens of Millions of 
Arbitration Agreements ......................  
5 
B.   The Ninth Circuit’s Decisions Harm 
Companies and Consumers Nation-
wide .....................................................  
7 
C.   The Proliferation of California PAGA 
Claims Underscores These Concerns .....  11 
 II.   THE MCGILL RULE IS YET ANOTHER 
IMPERMISSIBLE ATTEMPT TO UNDER-
MINE THE FAA’S POLICY FAVORING 
ARBITRATION ..........................................  14 
A.   The Ninth Circuit and California Have 
Repeatedly Disregarded this Court’s 
FAA Precedents ...................................  14 
B.   The Ninth Circuit’s Endorsement of 
the McGill Rule Likewise Contravenes 
this Court’s FAA Precedents ...............  19 
CONCLUSION .....................................................  25 
ii 
 
",http://www.supremecourt.gov/DocketPDF/19/19-1078/139450/20200330145019835_Chamber%20of%20Commerce%20et%20al.%20Amicus%20Brief%20ISO%20Petitioners.pdf,"CONCLUSION 
 
For these reasons and those in the petitions for 
writs of certiorari, the petitions should be granted. 
 
Respectfully submitted, 
STEVEN P. LEHOTSKY 
JONATHAN URICK 
U.S. CHAMBER LITIGATION 
 CENTER 
1615 H St. NW 
Washington, DC 20062 
Counsel for the Chamber 
 of Commerce of the 
 United States of America 
PATRICK HEDREN 
ERICA KLENICKI 
MANUFACTURERS’ CENTER 
 FOR LEGAL ACTION  
733 10th St. NW, Suite 700 
Washington, DC 20001 
Counsel for National Association 
 of Manufacturers 
JOSEPH R. PALMORE 
 Counsel of Record 
SAMUEL B. GOLDSTEIN 
MORRISON & FOERSTER LLP 
2000 Pennsylvania Ave. NW 
Washington, DC 20006 
(202) 887-6940 
JPalmore@mofo.com 
Counsel for Amici Curiae 
STEPHANIE A. MARTZ 
NATIONAL RETAIL 
 FEDERATION 
1101 New York Ave. NW, 
 Suite 1200 
Washington, DC 20005 
Counsel for National Retail 
 Federation 
MARCH 30, 2020","{'CURIAE .........................  ': '1', 'MENT ...............................................................  ': '3', 'ARGUMENT ........................................................  ': '4', 'ARBITRATION ............................  ': '4', 'Agreements ......................  ': '5', 'wide .....................................................  ': '7', 'Concerns ..... ': '11', 'ARBITRATION .......................................... ': '14', 'Precedents ................................... ': '14', 'Precedents ............... ': '19', 'CONCLUSION ..................................................... ': '25'}",,grant
