Filing Name,Extracted Arguments from ToC,Conclusion,URL,proper_extraction,classification,salience-rating,annotator-uni
scotus_filing_38573,"I. Ford’s Ongoing Relationship With Its Customers And Its Efforts To Cultivate Purchase And Use Of Ford Products In The Forum States Are  Sufficient To Confer Specific Jurisdiction. 
II. Ford’s Proposed Causation Test Would Not  Simplify The Inquiry But Would Instead Require Extensive Discovery While Excluding Fact  Patterns That Conform To Existing  Standards..
A. Ford’s Causation Standard Is Not  Simple..
B. Ford’s Causation Standard Would De-prive The State With The Most Interest In The Controversy Of Jurisdiction
C. In Its Narrow Emphasis On Causation, Ford’s Standard Excludes Conduct That  Relates Directly To Claimants’ Injuries.
III. Hidden Complexities And Illogical Results Plague Any First-Purchase Rule.
IV. The Cases Before This Court Are Categorically Distinct From Those In Which Specific Jurisdiction Was Found Lacking","CONCLUSION 
For the foregoing reasons, amici urge this Court 
to affirm the judgments of the Montana and Minne-
sota Supreme Courts. 
  
 
Respectfully submitted, 
April 6, 2020  
      Robert S. Peck 
Counsel of Record 
CENTER FOR CONSTITUTIONAL 
  LITIGATION, P.C. 
455 Massachusetts Ave. N.W. 
Suite 152 
Washington, DC 20001 
(202) 944-2874 
robert.peck@cclfirm.com 
 
Bruce Stern 
President 
Jeffrey R. White 
Senior Associate  
General Counsel  
AMERICAN ASSOCIATION  
FOR JUSTICE 
777 6th Street, NW #200",http://www.supremecourt.gov/DocketPDF/19/19-368/140961/20200406162356948_19-368%2019-369%20bsac%20AAJ%20Amicus%20Ford%20Brief.pdf,TRUE,Other,5.0,jk4739
scotus_filing_41797,"I. The Question is Whether the Committees Had Subject Matter Jurisdiction to Issue the Subpoenas 
II. Revisiting the Facts is Key: The Committees Sought To Investigate or Discover Allegations of Criminal Misconduct Against Specific Persons or Entities 
III. The Founders Decided Against Giving Congress the Broad Power Parliament Had to Investigate an Accused 
A. Parliament's ""Impeachment Power"" Was the Power to Investigate Any Criminal Accusations Against Any Individual 
B. Parliament Used Specific Jurisdiction for ""I h t"" I t· t· mpeac men ves 1ga ions .
C. Impeachment was a ""High Privilege"" of the House of Commons 
D. The Founders Narrowed the Meaning of the Term ""Impeachment"" for Americans, Limiting it to Civil Officers of the United States
E. The Founders Gave the Power to Investigate Specific Accusations of Criminal Misconduct to the Executive Branch and the Power to Resolve Legal Questions to the Judicial Branch 
F. The Founders Set Forth Specific Protections for the Criminally Accused 
G. The Founders Embraced Impeachment as a ""High Privilege"" of the House of Representatives 
H. Citizens Retain Their Constitutional Rights to Object to Congressional Investigations and to Request Judicial Redress 
IV. The House Rules Do Not Authorize General ""Oversight"" Investigations of an Accused or These Subpoenas 
A. The Text of the Rules Do Not Provide Jurisdiction 
B. Traditional Notions of ""Oversight"" Do Not Support Jurisdiction 
1. Historically ""Oversight Jurisdiction"" Has Meant Jurisdiction to Investigate Matters of General Applicability 
2. Prior to the Constitution, the Independent States Conceived the Role of Standing Committees as Involving Matters of General Applicability
3. Congress Has Never a Standing Committee on Impeachment Nor One Devoted to Investigations of Specific Criminal Misconduct Against Accused Persons 
C. Federal Judges are Not an Exception to the Rule Requiring Specific Jurisdiction
D. Specific Jurisdiction Has Been the Norm for Investigations of Criminal Accusations Against Individuals Not Subject to Impeachment .
E. Nonjurisdictional Action Cannot Be a Basis for Jurisdiction and Committees Cannot Expand Jurisdiction Given 
V. Congress Cannot Retroactively Establish Subject Matter Jurisdiction Under the Constitution","CONCLUSION 
The committees had no subject matter jurisdiction 
to issue the subpoenas. The judgments of the U.S. 
Court of Appeals for the District of Columbia and the 
U.S. Court of Appeals for the Second Circuit should 
both be reversed 
January 31, 2020 
Respectfully Submitted, 
s/W. Burlette Carter 
W. (Willieta) Burlette Carter 
Counsel of",http://www.supremecourt.gov/DocketPDF/19/19-715/130650/20200131155235528_CarteMazarsSJAN31NEW1.pdf,True,Reverse,5.0,jn2808
scotus_filing_41804,"I. The Subpoenas Should Be Quashed Because of the Plausible Risk They Will Cause Serious Distraction and Diversion From Presidential Duties 
a. Any Competent Attorney Would Recognize The Implications of These Broad-Ranging Subpoenas and Would Demand The Client’s Immediate and Ongoing Attention Confirming Their Serious and Ongoing Distraction 
b. The Virtually Limitless Scope of the Present Subpoenas Distinguishes Them From the Narrow and Discrete Incursions This Court Has Permitted Into the Presidential Sphere . 
c. The Rationales Employed by the Second and D.C. Circuits are  Misplaced 
d. This Court Has Recognized the Need for Complete Presidential Immunity To Prevent the Type of Distraction These Subpoenas Portend. 
e. The Present Subpoenas Violate the Spirit of Article II and Undermine a Significant Aspect of the 2016 Presidential Election 
f. The Issue Raised by the Petitions is Not a Partisan or Political Issue, But an Institutional Issue Upon Which the Integrity of the Presidential Office Depends 

II. In 19-635, The Subpoena Should Be Quashed Also Because State and Local Authorities May Not Issue Process Which Impairs The President’s Ability to Perform His Official Duties","CONCLUSION
It bears emphasis that the impermissibility of the
State court subpoena in 19-635 is merely an
additional reason to quash the subpoena in that
particular case. The primary reason, discussed above,
remains and applies in all 3 cases under review: The
subpoenas are not confined to the type of discrete and
limited intrusion into the Presidential function allowed
in Clinton v. Jones or U.S. v. Nixon but instead
constitute wide-ranging, virtually limitless and
blunderbuss commands for production of documents
that trigger a plausible risk of serious Presidential
distraction and diversion of energy and focus that will
impair the ability of the President to perform his
official duties.
The subpoenas contravene Article II of the
Constitution. This Court should reverse the judgments
of the Second and D.C. Circuits and order entry of the
injunctions the President requests.",http://www.supremecourt.gov/DocketPDF/19/19-715/130820/20200203165826654_19-635%2019-715%2019-760%20tsac%20CFC--PFDA.pdf,True,Reverse,3.0,jn2808
scotus_filing_41806,"I. Colonel Alexander Hamilton’s Greatest Battle:  No Attainders in America
II. “Our Age of Attainder [and Trump Derangement Syndrome]” 
III. Are Bills of Attainder Prohibited by  our Constitution, Or Are They  “Only Slightly Modified?”","CONCLUSION 
For its 230 year history, this Court has heeded 
Judge Montesquieu’s warning about legislative 
overreach working attainder. When any legislative 
body has defaming, punishment power, “the life and 
liberty of the subject would be exposed to arbitrary 
control.”41  
Now, once again, this Court has opportunity and 
duty to take-up Colonel Alexander Hamilton’s cause 
to insure that defamatory attainder processes will 
not be allowed in America.  
Respectfully submitted, 
PROF",http://www.supremecourt.gov/DocketPDF/19/19-715/132806/20200212132528725_19-715%20and%2019-760%20Brief%20Amicus%20Curiae%20in%20Support%20of%20Petitioners.pdf,True,Other,2.0,jn2808
scotus_filing_41813,"I. Financial disclosure laws are necessary and proper exercises of Congress’s constitutional powers.
II. Disclosure laws applicable to the President do not categorically contravene the separation of powers.
III. Disclosure laws applicable to the President do not categorically violate the Qualifications Clause.","CONCLUSION 
For the foregoing reasons, the decisions below 
should be affirmed.",http://www.supremecourt.gov/DocketPDF/19/19-715/134759/20200303111708549_PC%20bsac%2019-715%20and%2019-760.pdf,True,Affirm,2.0,jn2808
scotus_filing_41817,"I. Legislative Investigations Have a Long History, Both in the British Parliament and in Early American Congresses 
II. This Court Has Consistently Affirmed That Congress’s Power to Investigate Is Coextensive With Its Power to Legislate
III. The Committees’ Requests For Documents In These Cases Fall Well Within Congress’s Investigatory Powers","CONCLUSION 
For the foregoing reasons, the judgments of the 
courts of appeals should be affirmed.     
Respectfully submitted,  
 
ELIZABETH B. WYDRA 
BRIANNE J. GOROD* 
BRIAN R. FRAZELLE 
ASHWIN P. PHATAK 
CONSTITUTIONAL 
    ACCOUNTABILITY CENTER 
1200 18th Street NW, Suite 501 
Washington, D.C. 20036 
(202) 296-6889 
brianne@theusconstitution.org 
Counsel for Amicus Curiae 
March 4, 2020 
   
  
   * Counsel of Record",http://www.supremecourt.gov/DocketPDF/19/19-715/134891/20200304103734001_Mazars%2019-715%20-%20Brief%20-%20FINAL.pdf,True,Affirm,3.0,jn2808
scotus_filing_41819,"I. THE PRACTICE OF AVOIDING CONFLICTS OF INTERESTS BY IMPLEMENTING ECONOMIC RESTRAINTS ON A PRESIDENT’S PERSONAL FINANCES IS MORE THAN TWO HUNDRED YEAR OLD AND STILL PERSISTS IN THE MODERN ERA. 
A. Every branch of government acknowledges the need for economic restraints on a president’s personal finances to avoid conflicts of interest
B. Throughout the Nation’s history, various presidents have placed restraints on their personal financial interests to avoid conflicts of interest
II. PRESIDENT TRUMP’S DISCLOSURE AND DIVESTMENT DECISIONS DEPART FROM MODERN PRACTICE, RENDERING CONGRESSIONAL ACTION ESSENTIAL. 
 
A. President Trump’s failure to divest or create blind trusts departs from presidential norms imposed by ethics-related statutes
B. President Trump’s failure to divest or disclose his financial interests creates the appearance of impropriety with respect to his foreign and domestic business relationships
C. The House Committee on Financial Oversight and the Intelligence Committee appropriately subpoenaed President Trump’s financial records to investigate legislative reform","CONCLUSION 
This Court should affirm the rulings below. 
 
Respectfully submitted, 
 
PATR",http://www.supremecourt.gov/DocketPDF/19/19-715/137257/20200306104908350_19-715%20Amicus%20Brief%20of%20Former%20Federal%20Ethics%20Officials.pdf,True,Affirm,4.0,jn2808
scotus_filing_41824,"I. This case does not implicate the same interests as a congressional request for Executive Branch information
II. The history of interbranch interaction over legislative affairs reflects a tradition of cooperation
III. The subpoenas at issue should be upheld in accordance with this Court’s precedents and the consistent guidance of the Department of Justice
A. The subpoenas are enforceable under a straightforward application of controlling law
B. The Court should reject the President’s and Solicitor General’s new ‘heightened’ standards for legal and practical reasons","CONCLUSION 
The judgments of the Courts of Appeals should be af-
firmed. 
Respectfully submitted. 
CH",http://www.supremecourt.gov/DocketPDF/19/19-715/135081/20200304170453249_Nos.%2019-715%2019-760%20Amicus%20Former%20Senior%20DOJ%20Officials.pdf,True,Affirm,3.0,jn2808
scotus_filing_41829,"I. CONGRESS’S BROAD INVESTIGATORY POWER IS AN ESTABLISHED FEATURE OF THIS COURT’S SEPARATION-OF-POWERS JURISPRUDENCE 
II. CONGRESS’S LONG HISTORY OF INVESTIGATIONS, INCLUDING OF THE PRESIDENT, SHOULD CARRY GREAT WEIGHT IN THIS COURTS DETERMINATION OF THE SEPARATION OF POWERS
III. THE COURT SHOULD APPLY THE PRESUMPTION OF VALIDITY IN DECIDING THIS CASE","CONCLUSION 
The judgments of the courts of appeals should be 
affirmed. 
Respectfully submitted. 
SARAH TURBERVILLE 
PROJECT ON GOVERNMENT 
OVERSIGHT 
1100 G Street NW 
Suite 500 
Washington, DC 20005 
202-347-1122 
sturberville@pogo.org 
ANDRE M. MURA 
Counsel of Record 
GIBBS LAW GROUP LLP 
505 14th Street 
S",http://www.supremecourt.gov/DocketPDF/19/19-715/135046/20200304153547722_19-715%2019-760bsacBipartisanFormerMembersOfCongress.pdf,True,Affirm,3.0,jn2808
scotus_filing_41831,"I. The Sole “Unprecedented” Aspect of This Case Is the Courts’ Failure to Expeditiously Permit Congress to Enforce Lawful Subpoenas 
A. Time is of the essence in congressional investigations. 
B. Appropriate deference to legislative powers requires expeditious resolution of objections to congressional subpoenas under a highly deferential standard of review.
II. Every Feature of the Subpoenas at Issue Is Well-Rooted in Historical Practice
A. Congress has a long, bipartisan history of issuing subpoenas for presidential records as part of its duties to investigate in support of its legislative functions. 
B. Presidents have generally complied with congressional subpoenas absent a particularized claim of privilege.
C. Congress has long lawfully delegated Congress’s power to issue subpoenas to committees under the Rules of the House.
D. If endorsed, petitioners’ approach could grind legitimate legislative investigations to a halt.","CONCLUSION 
The decisions below should be affirmed.  Moreover, 
this Court should immediately order enforcement of the 
subpoenas during the Court’s consideration. 
 
 
 
Respectfully submitted, 
 
JOHN A. FREEDMAN 
Counsel of Record 
ANDREW T. TUTT 
KAITLIN KONKEL 
SAMUEL F. CALLAHAN 
ARNOLD & PORTER  
KAYE SCHOLER LLP 
601 Massachusetts Ave., N.W. 
Washington, D.C.  20001 
john.freedman@arnoldporter.com 
 
Counsel for Amici Curiae 
 
 
March 4, 2020",http://www.supremecourt.gov/DocketPDF/19/19-715/134984/20200304134858976_19-715%20bsac%20Former%20House%20GC%20and%20Staffer%20.pdf,True,Affirm,4.0,jn2808
scotus_filing_41833,"I. Congress may investigate whether the President and other Executive officers have complied with the law and whether they have conflicts of interest 
A.  A congressional subpoena is constitutional if it seeks evidence pertinent to twhe subject of an investigation on which legislation could be had and does not  violate other constitutional restrictions
B.  Congressional oversight of the Executive branch is a well-established, legitimate, and vital legislative function 
1.  Informing Congress and the public about the conduct and possible conflicts of interest of Executive officials is a legislative function that serves crucial purposes 
2.  Congressional oversight of sitting Executive officials is not impermissible “law enforcement” or exposure of wrongdoing “for the sake of  exposure” 
C.  History and practice confirm Congress’s power to inquire into corruption, conflicts of interest, and other improprieties involving Executive officials 
 
II.  Congress may not unduly impair the President’s performance of his Article II duties, but petitioners have not shown any actual impairment 
A.  A separation-of-powers challenge requires showing actual impairment
B.  Petitioners’ and the Solicitor General’s proposals to further limit Congress’s authority lack merit and would hamper important congressional functions","CONCLUSION 
The judgments of the courts of appeals should be  
affirmed. 
Respectfully submitted. 
JESSICA BULMAN-POZEN 
435 West 116th Street 
New York, NY 10027 
MARTIN S. LEDERMAN 
600 New Jersey Avenue, NW 
Washington, DC 20001 
ZACHARY D. TRIPP 
Counsel of Record 
WE",http://www.supremecourt.gov/DocketPDF/19/19-715/134900/20200304110834116_19-715%20and%2019-760_Amici%20Brief%20in%20Support%20of%20Respondents.pdf,True,Affirm,4.0,jn2808
scotus_filing_41835,"I. The history of Congress’s Whitewater investigation
II. This Court has consistently and correctly upheld the type of broad investigative authority Congress exercised during Whitewater and is exercising today
III. Petitioners’ arguments would have precluded Congress’s Whitewater investigation 
IV. The theoretical possibility of abuse does not justify unduly restricting the authority of Congress to issue subpoenas 
V. The people, rather than the courts, have the primary responsibility to curb perceived abuses of congressional subpoenas","CONCLUSION 
The power of Congress to issue subpoenas to 
gather evidence to perform its legislative functions is 
a crucial part of our constitutional democracy and its 
balance of powers.  Amici curiae urge this Court to 
protect that balance as it has long existed and affirm 
the judgments below. 
 
Respectfully submitted, 
GREGORY EDWIN WOLFF 
Counsel of Record  
BEN FEUER 
CALIFORNIA APPELLATE LAW GROUP LLP 
96 Jessie Street 
San Francisco, CA 94105 
(415) 649-6700 
greg.wolff@calapplaw.com 
Attorneys for Amici Curiae 
 
March 2020",http://www.supremecourt.gov/DocketPDF/19/19-715/135089/20200304190233256_Niskanen%20Center%20et%20al%20Amici%20Brief%20ISO%20Respondents.pdf,True,Affirm,3.0,jn2808
scotus_filing_42848,"I. Congress indisputably chose to eliminate the individual mandate’s legal consequences while leaving the rest of the ACA intact.
II. Congress’s choice definitively answers the question whether the individual mandate can  be severed from the remainder of the ACA. 
A. This Court’s precedents require it to honor congressional intent in determining whether to sever invalid statutory provisions. 
B. Congress’s unambiguously expressed intent requires severance if the Court deems the individual mandate unconstitutional. 
C. None of the arguments against severance justifies disregard of Congress’s choice to decouple the rest of the ACA from the individual mandate by making the mandate legally inconsequential.","CONCLUSION 
The Court should reverse the judgment of the Fifth 
Circuit. 
Respectfully submitted, 
SCOTT L. NELSON 
  Counsel of Record 
ALLISON M. ZIEVE 
NANDAN M. JOSHI 
PUBLIC CITIZEN LITIGATION 
  GROUP  
1600 20th Street NW 
Washington, DC 20009 
(202) 588-1000 
snelson@citizen.org 
Attorneys for Amicus Curiae 
May 2020",http://www.supremecourt.gov/DocketPDF/19/19-840/143354/20200512161339364_19-840%2019-1019%20tsac%20Public%20Citizen.pdf,True,Reverse,3.0,jn2808
scotus_filing_42857,"I. A central purpose of the ACA was to eliminate discriminatory insurance practices that undermined the health and economic security of women and their families. 
A. Before the ACA, women faced discriminatory insurance practices.
B. Key provisions of the ACA abolished practices that harmed women and their families. 
1. The ACA ended gender rating.
2. The ACA prohibited denials, exclusions, and increased premiums based on pre-existing conditions disproportionately impacting women and girls. 
3. The ACA improved coverage for women’s health needs. .
4. The ACA expanded medicaid and offset the cost of insurance through premium tax credits. 
5. The ACA prohibited sex discrimination in heath care and health insurance. 
 
II. Congress recognized the benefits of the ACA’s protections and did not intend to repeal those protections when enacting the TCJA.
A. The ACA improved health outcomes and economic security for women and their families. 
1. More women and families have obtained insurance. 
2. Women’s increased use of health care services has improved their health outcomes. 
3. Improved coverage has provided greater economic security for women and their families.
B. Congress did not intend to eliminate the ACA’s key protections by enacting the TCJA.","CONCLUSION 
 
There is no evidence that Congress, in lowering the 
tax associated with the individual-responsibility pro-
vision, intended to dismantle the ACA and thereby un-
dermine the critical gains for women’s health and eco-
nomic security attributable to it.  But that’s just what 
the courts below have done, and what this Court 
should reverse. 
 
 
Respectfully submitted. 
FATIM",http://www.supremecourt.gov/DocketPDF/19/19-840/143475/20200513154042300_NWLC%20ACA%20Amicus%20Brief%20Final.pdf,True,Reverse,5.0,jn2808
scotus_filing_42862,"I. The Affordable Care Act Has Helped HCA’s Patients Access Needed Care And Fulfilled Other Important Congressional Objectives. 
A. HCA’s Exchange Patients Used Emergency Rooms At Dramatically Reduced Rates, And Had Better Access To Outpatient Services. 
B. Women Received Care That Might Otherwise Be Unavailable To Them.
C. Exchange Enrollees Took Personal And Financial Responsibility For Their Health Care.
II. The ACA Has Continued To Achieve Congressional Objectives Even Without An Enforceable Penalty For Failing To Maintain Minimum Coverage. 
III. The Affordable Care Act Has Operated As Intended Without An Enforceable Individual Mandate, So Under Clear Precedent Any Constitutional Defect Must Be Severed.","CONCLUSION 
The judgment of the court of appeals should be re-
versed. 
 
 
Respectfully submitted, 
Robert A",http://www.supremecourt.gov/DocketPDF/19/19-840/143447/20200513141417257_19-840%2019-1019%20tsac%20HCA%20Healthcare%20Inc..pdf,True,Reverse,4.0,jn2808
scotus_filing_42867,"I. The 2017 Congress amended Section 5000A after rejecting efforts to repeal the ACA 
 
A.  The 2017 Congress rejected proposals to repeal key provisions of the ACA 
 
B.  The 2017 Congress adopted a narrow amendment rendering Section 5000A inoperative 
II. The legislative and public record confirms that the 2017 Congress did not impose a legal requirement to obtain insurance 
 
A.  The 2017 Congress did not intend to impose a mandate 
 
B.  The 2017 Congress’s decision to leave Section 5000A on the books does not reflect any intent to impose a mandate 
III. The legislative and public record confirms that even if Section 5000A were invalid, it would be severable from the rest of the ACA 
 
A.  The 2017 Congress made clear that it preferred an ACA without Section 5000A to no ACA at all  
 
B.  The 2017 Congress made different policy and empirical judgments than the Congress that enacted Section 5000A","CONCLUSION  
For the foregoing reasons, the judgment of the 
court of appeals should be reversed. 
Respectfully submitted,  
M",http://www.supremecourt.gov/DocketPDF/19/19-840/143434/20200513135345489_19-840%20tsac%20Health%20Care%20Policy%20Scholars.pdf,True,Reverse,4.0,jn2808
scotus_filing_42870,"I. INVALIDATING THE ENTIRETY OF THE ACA WOULD BE CATASTROPHIC TO THE WELFARE OF MEMBER PLANS AND THEIR ENROLLEES. 
A.  Invalidating the ACA’s advance premium tax credit will cause millions, including many of Member Plans’ enrollees, to lose coverage. 
B.  Invalidating the ACA’s coverage requirements for persons with pre-existing conditions puts the healthcare of the nation’s most vulnerable at risk. 
C.  Invalidating the ACA’s Medicaid expansion would strip health coverage away from those who cannot afford commercial insurance.
D.  Invalidating the ACA will strain the Medicare budget and set back initiatives to enhance the quality of healthcare for older Americans. 
II. ACCESS TO AFFORDABLE HEALTHCARE MADE POSSIBLE THROUGH THE ACA IS A CRUCIAL PUBLIC GOOD, ESPECIALLY DURING 
A GLOBAL PANDEMIC. 
III.  EVEN IF THE COURT WERE TO FIND THE INDIVIDUAL MANDATE UNCONSTITUTIONAL, IT IS SEVERABLE FROM THE ACA","CONCLUSION 
The Court should reverse the Fifth Circuit’s 
decision in its entirety.  But should the Court reach 
the issue of severability, it should hold that the 
individual mandate is severable from remainder of 
the ACA.  
 
Respectfully submitted,  
 
A. XAVIER BAKER 
  COUNSEL OF RECORD 
DANIEL W. WOLFF 
CHRISTOPHER FLYNN 
JEROME P. DESANTO 
CROWELL & MORING LLP 
1001 Pennsylvania Ave., NW 
Washington, DC  20004 
(202) 624-2842 
xbaker@crowell.com",http://www.supremecourt.gov/DocketPDF/19/19-840/143392/20200513104313493_19-840%20%2019-1019%20tsac%20ACHP%20Et%20Al_.pdf,True,Reverse,5.0,jn2808
scotus_filing_42873,"I. The ACA has advanced the public health in immeasurable ways 
A. The ACA transformed the individual health insurance market
B. The ACA implemented vital public health reforms
II. Striking down the ACA now would do lasting damage to the public health 
A. The ACA is irreversibly entwined with the American healthcare system 
B. Without the ACA, the government’s ability to respond to COVID-19 and other global pandemics would be hobbled 
III. Whether to retain a statute like the ACA, with far reaching consequences for public health policy, is an issue for the political branches","CONCLUSION 
The Court should hold that the individual man-
date, if unlawful, is severable. 
Respectfully submitted. 
 
H. GUY COLLI",http://www.supremecourt.gov/DocketPDF/19/19-840/143385/20200513102459194_19-840.19-1019.amicus.pdf,True,Other,4.0,jn2808
scotus_filing_42877,"I. THE PROVISIONS OF THE ACA AUTHORIZING PCORI ARE SEVERABLE FROM ANY UNCONSTITUTIONAL PROVISIONS OF THE ACT 
A. Under This Court’s Established Approach, Congress’s Intent That PCORI Continue To Operate Is Clear 
B. None Of The General Or Specific Concerns About ACA Severability Applies To The ACA Provisions Authorizing PCORI","CONCLUSION 
The provisions of the ACA addressing PCORI are 
severable from any unconstitutional or invalid 
provision of that Act.  
 
 
 
 
    Respectfully submitted, 
 
MARY C. HENNESSEY 
VIRGINIA A. SEITZ* 
PATIENT-CENTERED  
PETER D. KEISLER 
  OUTCOMES RESEARCH  
SIDLEY AUSTIN LLP 
  INSTITUTE 
1501 K Street, N.W. 
1828 L Street, N.W. 
Washington, D.C. 20005 
Suite 900 
(202) 736-8000 
Washington, D.C. 20036 
vseitz@sidley.com 
(202) 827-7700 
 
Counsel for Amicus Curiae 
May 13, 2020 
 
     * Counsel of Record",http://www.supremecourt.gov/DocketPDF/19/19-840/143388/20200513104041259_PCORI%20Amicus.pdf,True,Other,3.0,jn2808
scotus_filing_42888,"A. Wholesale Invalidation Of The ACA Would Result In Massive Disruption To Patients And Other Health Care Stakeholders 
1.The ACA is sweeping in its scale and scope. 
2. Invalidation of the ACA would have serious consequences in disparate areas wholly untethered to the individual mandate
B. The ACA’s Preexisting-Condition Provisions Would Continue To Function Properly Without The Mandate In  Today’s Individual Market","CONCLUSION 
Over the course of a decade, the ACA has 
fundamentally reshaped the nation’s health care 
system.  Congress in 2017 chose not to disturb that 
paradigm shift—including the promise of affordable 
coverage for those with preexisting conditions—when 
defanging the individual mandate without repealing 
any other part of the ACA.   
Texas and the federal government would have 
this Court wield an axe in responding to Congress’s 
scalpel.  But invalidation of the ACA would flout",http://www.supremecourt.gov/DocketPDF/19/19-840/143391/20200513104715600_19-840-19-1019-AmericasHealthInsurancePlansAmicus.pdf,True,Other,4.0,jn2808
scotus_filing_42899,"I. MEDICAID PROVIDES ESSENTIAL HEALTH COVERAGE TO LOW-INCOME PEOPLE.
II. MEDICAID WAS AN INDEPENDENT PROGRAM  AT  THE  TIME  OF ENACTMENT, AND ITS FRAMEWORK AND THE PROCESSES FOR AMENDING IT HAVE REMAINED CONSISTENT OVER TIME
III. THE ACA MADE CHANGES TO THE MEDICAID ACT THAT BUILD UPON THE PROGRAM AS IT HAS EVOLVED SINCE 1965  AND  THAT  ARE  ENTIRELY INDEPENDENT OF THE INDIVIDUAL MANDATE.","CONCLUSION
No matter what it does with the ACA’s minimum-
coverage provision, the Court should preserve the
improvements the ACA has made to the Medicaid
program. 
Respectfully submitted,
Jane Perkins
   Counsel of Record
Sarah Somers
Catherine McKee
Abigail Coursolle
National Health Law Program
200 North Greensboro St.
Suite D-13
Carrboro, NC  27510
(919) 968-6308
perkins@healthlaw.org
Counsel for Amici Curiae
Dated:  May 2020",http://www.supremecourt.gov/DocketPDF/19/19-840/143462/20200513144457835_19-840%20-1019%20Amici%20BOM%20National%20Health%20Law%20Program.pdf,True,Other,3.0,jn2808
scotus_filing_39359,"I. The 2017 Rules Were Procedurally Invalid.

A. The agencies did not have good cause to forego notice and comment.
B. The agencies did not have statutory authorization to issue the 2017 Rules without notice and comment.
II. The Procedural Errors Infecting the 2017 Rules Render the Essentially Identical 2018 Rules Similarly Invalid.

A. An agency that deviates from the APA’s prescribed procedures by frontloading rulemaking and tacking on comment as an afterthought has not given the public a meaningful “opportunity to participate in the rule making.”
B. An agency that violates section 553 must establish it maintained an “open mind” when considering post-promulgation comments or have its rule vacated, irrespective of whether the agency swiftly re-promulgates the same rule.
C. The agencies did not provide a meaningful opportunity to comment on the 2018 Rules.","CONCLUSION 
For the foregoing reasons, the judgment of the 
Third Circuit should be affirmed. 
 
 
 
       Respectfully submitted,",http://www.supremecourt.gov/DocketPDF/19/19-431/141215/20200408172817325_19-431_Amicus%20Brief_Administrative%20Law%20Scholars.pdf,True,affirm,5.0,rl3315
scotus_filing_39365,"I. The 2017 Rules Were Procedurally Invalid
II. The Procedural Errors Infecting the 2017 Rules Render the Essentially Identical 2018 Rules Similarly Invalid
III.The Preliminary Injunction Entered in This Case Is Necessary to Prevent Harm to the Plaintiff States. ","CONCLUSION 
The Court should affirm the judgment of the court 
of appeals. 
     Respectfully submitted, 
XAVIER BECERRA, Attorney 
General of California 
MICHAEL J. MONGAN 
Solicitor General 
AIMEE FEINBERG 
Deputy Solicitor General 
KATHLEEN BOERGERS 
Supervising Deputy 
Attorney General  
KARLI EISENBERG 
Deputy Attorney General 
KRISTIN A. LISKA 
Associate Deputy  
Solicitor General 
1300 I Street, Suite 125 
Sacramento, CA 94244 
MAURA HEALEY, 
Attorney General of 
Massachusetts  
ELIZABETH N. DEWAR*  
   State Solicitor 
JULIA E. KOBICK 
JON BURKE 
   Assistant Attorneys       
   General      
One Ashburton Place 
Boston, MA 02108",http://www.supremecourt.gov/DocketPDF/19/19-431/141103/20200408123724749_19-431%2019-454%20bsac%20of%20MA%20CA%20et%20al.%20in%20support%20of%20PA%20NJ.pdf,True,Affirm,5.0,rl3315
scotus_filing_39367,"I.  PEOPLE OF DIVERSE FAITHS  SUPPORT ACCESS TO  CONTRACEPTION
II.  THE CONTRACEPTIVE BENEFIT  SERVES COMPELLING  GOVERNMENT INTERESTS AND  THE REGULATIONS THREATEN  IRREPARABLE HARM","CONCLUSION 
This Court should affirm the decision of the 
Court of Appeals. 
 
Respectfully submitted, 
 
B. JESSIE HILL 
Counsel of Record 
Case 
Western 
Reserve 
University School of Law 
11075 East Boulevard  
Cleveland, Ohio 44106 
(216) 368-0553 
bjh11@case.edu 
 
Counsel for Amici Curiae",http://www.supremecourt.gov/DocketPDF/19/19-431/141152/20200408142058846_19-431%2019-454_Amici%20Brief.pdf,True,Affirm,5.0,rl3315
scotus_filing_39371,"I. The Agencies’ Theory That RFRA Delegates Independent Rulemaking Authority Threatens The Rule Of Law

a. RFRA Does Not Delegate Unfettered Authority To Create Religious Exemptions To Federal Law
b. The Exemption Undermines Congress’s Intent To Provide Contraceptive Coverage To Women
c. Petitioners’ Expansive Reading Of RFRA Would Transform It From A Shield Into A Sword
II. Crediting Petitioners’ “Moral Complicity” Theory Of Substantial Burden Would Impermissibly Expand RFRA And Threaten The Rule Of Law

a. Substantial Burden Is An Objective Legal Question To Be Answered By The Courts
b. The Accommodation Does Not Impose A “Substantial Burden”
c. Petitioners’ Moral Complicity Argument Has No Analogy In The Law
d. Petitioners’ Interpretation Of “Substantial Burden” Would Grant Religious Objectors Unbounded Immunity From Federal Law And Erode The Proper Functioning Of Government","CONCLUSION  
 
For the foregoing reasons, the judgment of the 
Third Circuit should be upheld.  
Respectfully submitted,  
SARAH M",http://www.supremecourt.gov/DocketPDF/19/19-431/141100/20200408123220159_Amicus%20Brief.pdf,True,Affirm,5.0,rl3315
